MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
1494724015	Confused	2841	2841.00	40917007	1494724015		27
45046017	Alzheimer's disease	F110	F110.00	26929004	45046017		32
495013011	Memory loss - amnesia	1B1A	1B1A.00	48167000	495013011		27
317084016	[D]Amnesia (retrograde)	R00z0	R00z000	51921000	86435016		32
359241000006119	[X] Unspecified dementia	Eu02z	Eu02z00	52448006	87274019		32
149347010	Binswanger's disease	F21y2	F21y200	90099008	149347010		32
251625013	H/O: dementia	1461	1461.00	161465002	251625013		32
295526017	Organic memory impairment	E2A11	E2A1100	192072002	295526017		32
295525018	Mild memory disturbance	E2A10	E2A1000	192071009	295525018		32
431681000006117	[X]Vascular dementia	Eu01	Eu01.00	429998004	2770951017		32
294635013	Uncomplicated senile dementia	E000	E000.00	191449005	294635013		32
745381000006119	Lewy body disease	F116	F116.00	80098002	132893017		32
295668011	[X]Dementia in Alzheimer's disease	Eu00	Eu00.00	26929004	45046017		32
1491798012	Cognitive decline	28E	28E..00	386806002	1491798012		27
428201000006119	[X]Subcortical vascular dementia	Eu012	Eu01200	230286002	345111013		32
295688010	[X]Dementia in Parkinson's disease	Eu023	Eu02300	425390006	2921040013		32
399031000006111	[X]Multi-infarct dementia	Eu011	Eu01100	56267009	93568017		32
215831000000117	[X]Mild cognitive disorder	Eu057	Eu05700	386805003	1480925015		32
295684012	[X]Dementia in other diseases classified elsewhere	Eu02	Eu02.00	191519005	2547722017		32
408401000000119	Dementia annual review	6AB	6AB..00	249181000000100	408401000000119		1
21256010	Presenile dementia	E001	E001.00	12348006	21256010		32
499946014	Alzheimer's disease with early onset	F1100	F110000	416780008	2957141019		32
294645010	Senile dementia with paranoia	E0020	E002000	191458003	294645010		32
295681016	[X]Vascular dementia, unspecified	Eu01z	Eu01z00	429998004	2770951017		32
497559016	Arteriosclerotic dementia	E004	E004.00	56267009	497559016		32
294646011	Senile dementia with depression	E0021	E002100	191459006	294646011		32
2534215016	Referral to memory clinic	8HTY	8HTY.00	415276009	2534215016		40
294718018	Dementia in conditions EC	E041	E041.00	191519005	294718018		32
929501000006112	Global deterioration scale: assessment of prim deg dementia	3AE	3AE..00	1087361000000104	2730521000000111		3
299641000000112	[X]Lewy body dementia	Eu025	Eu02500	80098002	132893017		32
294642013	Presenile dementia with depression	E0013	E001300	191455000	294642013		32
295685013	[X]Dementia in Pick's disease	Eu020	Eu02000	21921000119103	2968126015		32
295672010	[X]Dementia in Alzheimer's disease, unspecified	Eu00z	Eu00z00	26929004	45046017		32
294641018	Presenile dementia with paranoia	E0012	E001200	191454001	294641018		32
999961000006114	Excepted from dementia quality indicators: Patient unsuitabl	9hD0	9hD0.00	716341000000104	1568891000000117		37
295671015	[X]Dementia in Alzheimer's dis, atypical or mixed type	Eu002	Eu00200	26929004	45046017		32
398571000006112	[X]Mixed cortical and subcortical vascular dementia	Eu013	Eu01300	230287006	345112018		32
500317011	Alzheimer's disease with late onset	F1101	F110100	416975007	2957124016		32
401757012	Senile and presenile organic psychotic conditions	E00	E00..00	268612007	401757012		32
295687017	[X]Dementia in Huntington's disease	Eu022	Eu02200	442344002	2820374011		32
294648012	Senile dementia with delirium	E003	E003.00	191461002	294648012		32
294643015	Presenile dementia NOS	E001z	E001z00	12348006	21256010		32
376541000006112	[X]Dementia in Alzheimer's disease with late onset	Eu001	Eu00100	416975007	2957137018		32
294321000000111	Excepted from dementia quality indicators: Informed dissent	9hD1	9hD1.00	716131000000105	1568691000000118		37
294647019	Senile dementia with depressive or paranoid features NOS	E002z	E002z00	191457008	294644014		32
376571000006116	[X]Dementia in human immunodef virus [HIV] disease	Eu024	Eu02400	421529006	2622767013		32
294656010	Arteriosclerotic dementia NOS	E004z	E004z00	56267009	497559016		32
294637017	Uncomplicated presenile dementia	E0010	E001000	191451009	294637017		32
294652012	Uncomplicated arteriosclerotic dementia	E0040	E004000	191463004	294652012		32
294655014	Arteriosclerotic dementia with depression	E0043	E004300	191466007	294655014		32
294111000000119	Exception reporting: dementia quality indicators	9hD	9hD..00	715881000000108	1568441000000113		37
294644014	Senile dementia with depressive or paranoid features	E002	E002.00	191457008	294644014		32
431691000006119	[X]Vascular dementia of acute onset	Eu010	Eu01000	230285003	345110014		32
376531000006119	[X]Dementia in Alzheimer's disease with early onset	Eu000	Eu00000	416780008	2957119019		32
294638010	Presenile dementia with delirium	E0011	E001100	191452002	294638010		32
257037016	Memory: important event not kn	3A70	3A70.00	165298000	257037016		3
257041017	Memory: import.person not knwn	3A80	3A80.00	165301001	2666083017		3
711451000006113	Memory: count down unsuccess.	3A91	3A91.00	165305005	257046010		3
257033017	Memory: present month not knwn	3A60	3A60.00	165295002	257033017		3
257013016	Memory: own age not known	3A10	3A10.00	165280004	257013016		3
257025018	Memory: present year not known	3A40	3A40.00	165289003	257025018		3
710751000006111	Memory: present place not knwn	3A30	3A30.00	165286005	257021010		3
711421000006116	Memory: address recall unsucc.	3AA1	3AA1.00	165308007	257050015		3
257029012	Memory: own DOB not known	3A50	3A50.00	165292004	257029012		3
257017015	Memory: present time not known	3A20	3A20.00	165283002	257017015		3
295714013	[X]Delirium superimposed on dementia	Eu041	Eu04100	2776000	5694012		32
295686014	[X]Dementia in Creutzfeldt-Jakob disease	Eu021	Eu02100	429458009	2695885013		32
401760017	Other alcoholic dementia	E012	E012.00	281004	1225776018		32
407461000000119	Dementia monitoring	66h	66h..00	248711000000102	407461000000119		1
295680015	[X]Other vascular dementia	Eu01y	Eu01y00	429998004	2770951017		32
294654013	Arteriosclerotic dementia with paranoia	E0042	E004200	191465006	294654013		32
294653019	Arteriosclerotic dementia with delirium	E0041	E004100	191464005	294653019		32
295690011	[X]Dementia in other specified diseases classif elsewhere	Eu02y	Eu02y00	191519005	2547722017		32
408501000000115	Dementia monitoring telephone invite	9Ou5	9Ou5.00	716991000000108	1569541000000119		37
2548507014	Disturbance of memory for order of events	1S21	1S21.00	416106008	2548507014		27
408421000000111	Dementia monitoring second letter	9Ou2	9Ou2.00	717471000000101	1570011000000111		37
406841000000115	Dementia monitoring administration	9Ou	9Ou..00	713821000000106	1565061000000113		37
408461000000115	Dementia monitoring third letter	9Ou3	9Ou3.00	716671000000102	1569221000000112		37
408481000000112	Dementia monitoring verbal invite	9Ou4	9Ou4.00	716221000000104	1568781000000111		37
557671000000111	Seen in memory clinic	9Nk1	9Nk1.00	432806004	2767315017		37
742631000000111	Lacks capacity to give consent (Mental Capacity Act 2005)	9NdL	9NdL.00	377301000000106	742631000000111		37
