MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
70653017	Congestive heart failure	G580	G580.00	42343007	70653017		32
141306010	Left ventricular failure	G581	G581.00	85232009	141306010		32
139475013	Heart failure	G58	G58..00	84114007	139475013		32
395772015	Heart failure NOS	G58z	G58z.00	84114007	139475013		32
198599018	Paroxysmal nocturnal dyspnoea	1736	1736.00	55442000	198599018		27
784191000006110	Impaired left ventricular function	33BA	33BA.00	275514001	411506018		32
216207010	Left ventricular systolic dysfunction	G5yy9	G5yy900	134401001	216207010		32
1488804017	Heart failure confirmed	1O1	1O1..00	395105005	1488804017		27
2159197017	Echocardiogram shows left ventricular systolic dysfunction	585f	585f.00	407596008	2159197017		41
216184014	Congestive heart failure monitoring	662T	662T.00	134378009	216184014		1
2549243014	Seen in heart failure clinic	9N0k	9N0k.00	416717003	2549243014		37
2616471011	New York Heart Association Classification - Class II	662g	662g.00	421704003	2616471011		1
251680018	H/O: heart failure	14A6	14A6.00	161505003	251680018		32
1484917012	Heart failure follow-up	8HBE	8HBE.00	390884006	1484917012		40
2548316014	Seen by community heart failure nurse	9N2p	9N2p.00	417359009	2548316014		37
2616472016	New York Heart Association Classification - Class III	662h	662h.00	420913000	2616472016		1
308261000000111	Heart failure review completed	9Or0	9Or0.00	202231000000106	308261000000111		37
18472010	Acute congestive heart failure	G5800	G580000	10633002	18472010		32
2549697018	Referral to heart failure nurse	8HHb	8HHb.00	417146007	2549697018		40
94251011	Acute heart failure	G582	G582.00	56675007	94251011		32
1561941000006119	Excepted heart failure quality indicators: Patient unsuitabl	9hH0	9hH0.00	717481000000104	1570021000000117		37
1484918019	Heart failure annual review	662W	662W.00	390885007	1484918019		1
147247018	Chronic congestive heart failure	G5801	G580100	88805009	147247018		32
2549208013	Admit heart failure emergency	8H2S	8H2S.00	416683003	3082850014		40
308301000000118	Heart failure care plan discussed with patient	8CL3	8CL3.00	872361000000105	2253411000000117		32
833381000006119	New York Heart Assoc classification heart failure symptoms	388D	388D.00	762994006	3637504017		3
453099015	H/O: Heart failure in last year	14AM	14AM.00	309634009	453099015		32
308011000000119	Heart failure information given to patient	67D4	67D4.00	961881000000101	2451451000000116		17
1561951000006117	Excepted heart failure quality indicators: Informed dissent	9hH1	9hH1.00	717491000000102	1570031000000115		37
403107019	Cardiac insufficiency as a complication of care	SP111	SP11100	269299003	403107019		32
303361000000111	Referred by heart failure nurse specialist	9N6T	9N6T.00	200171000000102	303361000000111		37
308041000000118	Referral to heart failure exercise programme	8HHz	8HHz.00	704095000	3011242019		40
407181000000116	Did not attend heart failure clinic	9N4w	9N4w.00	248571000000104	407181000000116		37
404741000000119	Heart failure 6 month review	662p	662p.00	247361000000100	404741000000119		1
407101000000114	Heart failure monitoring third letter	9Or5	9Or5.00	716621000000101	1569171000000116		37
2675255018	Congestive heart failure due to valvular disease	G5804	G580400	426611007	2675255018		32
303861000000118	Did not attend practice nurse heart failure clinic	9N4s	9N4s.00	200361000000106	303861000000118		37
2645623019	Heart failure education	679X	679X.00	423475008	2645623019		17
300217019	Post cardiac operation heart failure NOS	G5y4z	G5y4z00	195130005	300214014		32
