MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
301485011	Asthma	H33	H33..00	195967001	301485011		32
396107011	Bronchitis unspecified	H30	H30..00	32398004	54101019		32
2163183015	Wheezy bronchitis	H302	H302.00	405944004	2163183015		32
419211018	Acute exacerbation of asthma	H333	H333.00	708038006	3032747019		32
396119015	Asthma attack	H33z1	H33z100	708038006	3032734012		32
43850011	Primary pulmonary hypertension	G410	G410.00	11399002	2968228010		32
251716013	H/O: asthma	14B4	14B4.00	161527007	251716013		32
640491000006111	Emphysema	H32	H32..00	87433001	144964015		32
475431013	Chronic obstructive pulmonary disease	H3	H3...00	13645005	475431013		32
317403015	[D]Cough	R062	R062.00	49727002	82824016		32
98484016	Pulmonary embolism	G401	G401.00	59282003	98484016		32
301453013	Acute exacerbation of chronic obstructive airways disease	H3122	H312200	195951007	301453013		32
401518019	Respiratory disease monitoring	663	663..00	268511007	401518019		1
113213012	Chronic cough	171A	171A.00	68154008	113213012		27
1208969012	Mild asthma	663V1	663V100	370218001	1208969012		1
105519017	Chronic bronchitis	H31	H31..00	63480004	105519017		32
1208972017	Severe asthma	663V3	663V300	370221004	1208972017		1
1208971012	Occasional asthma	663V0	663V000	370220003	1208971012		1
301511014	Asthma unspecified	H33z	H33z.00	195967001	301485011		32
396118011	Status asthmaticus NOS	H33z0	H33z000	734904007	3511368015		32
20419011	Dry cough	1712	1712.00	11833005	20419011		27
396114013	Intrinsic asthma	H331	H331.00	266361008	396114013		32
285239019	Seen in asthma clinic	9N1d	9N1d.00	185242005	285239019		37
301545019	Chronic obstructive airways disease NOS	H3z	H3z..00	13645005	475428012		32
168821000006117	Respiratory system diseases	H	H....00	50043002	495571011		32
301450011	Chronic asthmatic bronchitis	H3120	H312000	195949008	301450011		32
655601000006113	Exercise induced asthma	173A	173A.00	31387002	52467014		27
681201000006117	Nebuliser therapy	8764	8764.00	56251003	497552013		32
283550015	Emergency admission, asthma	8H2P	8H2P.00	183478001	3082895019		40
660351000006118	Extrinsic (atopic) asthma	H330	H330.00	389145006	1493645010		32
251710019	H/O: respiratory disease	14B	14B..00	161523006	251710019		32
264546012	Asthma limiting activities	663P	663P.00	170637003	264546012		1
264556011	Asthma prophylactic medication used	663W	663W.00	170647000	264556011		1
264550017	Asthma management plan given	663U	663U.00	406162001	2157868010		1
264540018	Asthma disturbing sleep	663N	663N.00	170631002	264540018		1
252351017	Productive cough -clear sputum	1713	1713.00	161923004	252351017		27
252353019	Productive cough-yellow sputum	1715	1715.00	161925006	252353019		27
553211000006119	Chron obstruct pulmonary dis wth acute exacerbation, unspec	H3y1	H3y1.00	195951007	301453013		32
1208962015	Number of asthma exacerbations in past year	663y	663y.00	366874008	490425015		1
264536010	Airways obstruction reversible	663J	663J.00	170627008	264536010		1
1484924013	Chronic obstructive pulmonary disease monitoring	66YB	66YB.00	390891009	1484924013		1
1484905010	Change in asthma management plan	66Y5	66Y5.00	390872009	1484905010		1
1484910014	Step up change in asthma management plan	66Y9	66Y9.00	390877003	1484910014		1
457171013	Severe chronic obstructive pulmonary disease	H38	H38..00	313299006	457171013		32
1488421017	Asthma annual review	66YJ	66YJ.00	394700004	1488421017		1
1488436019	Asthma medication review	8B3j	8B3j.00	394720003	1488436019		32
459418014	Spirometry reversibility negative	33G0	33G0.00	314980001	459418014		3
456163018	Asthma - currently active	663j	663j.00	312453004	456163018		1
457169013	Moderate chronic obstructive pulmonary disease	H37	H37..00	313297008	457169013		32
457168017	Mild chronic obstructive pulmonary disease	H36	H36..00	313296004	457168017		32
2160051010	Admit COPD emergency	8H2R	8H2R.00	408501008	3082901016		40
1780194017	Asthma trigger	178	178..00	400987003	1780194017		27
123588010	Mucopurulent chronic bronchitis	H311	H311.00	74417001	123588010		32
139141000000114	Excepted from COPD quality indicators: Informed dissent	9h52	9h52.00	716291000000101	1568841000000110		37
1488424013	Chronic obstructive pulmonary disease annual review	66YM	66YM.00	394703002	1488424013		1
1780388018	Asthma confirmed	1O2	1O2..00	401193004	1780388018		27
285728016	Refuses asthma monitoring	9OJ2	9OJ2.00	763221007	3638224019		37
157901000000115	Excepted from asthma quality indicators: Patient unsuitable	9hA1	9hA1.00	717291000000103	1569831000000113		37
137491000000115	Excepted from asthma quality indicators: Informed dissent	9hA2	9hA2.00	716491000000100	1569041000000114		37
301539010	Other specified chronic obstructive airways disease	H3y	H3y..00	13645005	475428012		32
350149018	Late-onset asthma	H33z2	H33z200	233679003	350148014		32
264551018	Asthma severity	663V	663V.00	170642006	264551018		1
1208970013	Moderate asthma	663V2	663V200	370219009	1208970013		1
456164012	Asthma - currently dormant	663h	663h.00	312454005	456164012		1
264544010	Asthma not disturbing sleep	663O	663O.00	170635006	264544010		1
264547015	Asthma not limiting activities	663Q	663Q.00	170638008	264547015		1
264543016	Asthma disturbs sleep frequently	663N2	663N200	170634005	264543016		1
1488422012	Asthma follow-up	66YK	66YK.00	394701000	1488422012		1
104872017	Extrinsic asthma without status asthmaticus	H3300	H330000	63088003	104872017		32
301459012	Chronic bronchitis NOS	H31z	H31z.00	63480004	105519017		32
508562012	Chronic catarrhal bronchitis	H3100	H310000	89549007	508562012		32
396120014	Asthma NOS	H33zz	H33zz00	195967001	301485011		32
405080018	H/O: chr.obstr. airway disease	14B3	14B3.00	270473001	1765681000000110		32
282490011	Asthma control step 2	8795	8795.00	182728008	282490011		32
282489019	Asthma control step 1	8794	8794.00	182727003	282489019		32
451479013	[V] Personal history of pulmonary embolism	ZV129	ZV12900	161512007	251693011		32
1484970018	Asthma monitoring due	66YE	66YE.00	390940007	1484970018		1
1484911013	Step down change in asthma management plan	66YA	66YA.00	390878008	1484911013		1
282491010	Asthma control step 3	8796	8796.00	182729000	282491010		32
