MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
121589010	Diabetes mellitus	C10	C10..00	73211009	121589010		32
197761014	Type 2 diabetes mellitus	C10F	C10F.00	44054006	197761014		32
9093013	Diabetic retinopathy	F420	F420.00	4855003	9093013		32
914391000006116	Insulin treated Type 2 diabetes mellitus	C10FJ	C10FJ00	237599002	2967820013		32
197984010	Type 1 diabetes mellitus	C10E	C10E.00	46635009	197984010		32
772171000006114	Insulin dependent diabetes mellitus	C108	C108.00	73211009	121589010		32
2622193012	Diabetes mellitus with ketoacidosis	C101	C101.00	420422005	2622193012		32
264681018	Diabetic on oral treatment	66A4	66A4.00	170746002	264681018		1
486663012	Macular oedema	F42y9	F42y900	37231002	486663012		32
401531012	Diabetic - poor control	66AJ	66AJ.00	268519009	401531012		1
264676010	Diabetic monitoring	66A	66A..00	170742000	264676010		1
347657010	Diabetic maculopathy	F4204	F420400	232020009	347657010		32
280571000006116	Non-insulin dependent diabetes mellitus	C109	C109.00	44054006	493773010		32
264727014	Diabetic annual review	66AS	66AS.00	170777000	264727014		1
771411000006117	Insulin dependent diabetes mellitus with retinopathy	C1087	C108700	4855003	9093013		32
772181000006112	Insulin dependent diabetes mellitus - poor control	C1088	C108800	268519009	401531012		32
1785332013	Background diabetic retinopathy	F4200	F420000	390834004	1785332013		32
456646018	Referral to diabetes nurse	8H7f	8H7f.00	312856000	456646018		40
281171000006119	Non-insulin dependent diabetes mellitus - poor control	C1097	C109700	443694000	2842387018		32
264726017	Diabetes management plan given	66AR	66AR.00	170742000	264676010		1
264682013	Diabetic on insulin	66A5	66A5.00	170747006	264682013		1
13781000006113	Other specified diabetes mellitus with other spec comps	C10yy	C10yy00	73211009	121589010		32
913841000006116	Type 1 diabetes mellitus with nephropathy	C10ED	C10ED00	421893009	2623054013		32
73294018	Diabetic cataract	F4640	F464000	43959009	73294018		32
928501000006119	Type 1 diabetes mellitus with ketoacidosis	C10EM	C10EM00	420270002	2967817017		32
1484867016	Non proliferative diabetic retinopathy	F4206	F420600	390834004	1484867016		32
1780286017	Diabetic peripheral neuropathy screening	66Ac	66Ac.00	401081006	1780286017		1
2159948010	Diabetic retinopathy 12 month review	8HBG	8HBG.00	408384004	2159948010		40
931191000006110	Excepted from diabetes qual indicators: Patient unsuitable	9h41	9h41.00	717421000000100	1569961000000114		37
264706016	Conversion to insulin	66AH0	66AH000	170762008	264706016		1
2159958014	Under care of diabetic foot screener	9NND	9NND.00	408394009	2159958014		37
139121000000119	Excepted from diabetes quality indicators: Informed dissent	9h42	9h42.00	716031000000106	1568591000000119		37
297758012	Diabetic retinopathy NOS	F420z	F420z00	4855003	9093013		32
2159170012	Patient on maximal tolerated therapy for diabetes	8BL2	8BL2.00	407569005	2159170012		32
216195015	Diabetes care by hospital only	66AU	66AU.00	243860001	364695019		1
914261000006119	Type 2 diabetes mellitus with nephropathy	C10FC	C10FC00	420279001	3035432019		32
292583018	Type 2 diabetes mellitus with gangrene	C10F5	C10F500	421631007	2618206011		32
264729012	Diabetic monitoring NOS	66AZ	66AZ.00	170742000	264676010		1
2159977011	O/E - right eye proliferative diabetic retinopathy	2BBT	2BBT.00	408413000	2159977011		27
2159975015	O/E - right eye preproliferative diabetic retinopathy	2BBR	2BBR.00	408411003	2159975015		27
2159976019	O/E - left eye preproliferative diabetic retinopathy	2BBS	2BBS.00	408412005	2159976019		27
264701014	Fundoscopy - diabetic check	66AD	66AD.00	170757007	264701014		1
285751016	Attends diabetes monitoring	9OL1	9OL1.00	185753003	285751016		37
292495016	Other specified diabetes mellitus with renal complications	C104y	C104y00	127013003	301016		32
257621011	Hb. A1C > 10% - bad control	42W3	42W3.00	165681007	257621011		11
453910015	HbA1 - diabetic control	42c	42c..00	365845005	1206639010		11
616511000006110	Diabetes mellitus, adult onset, no mention of complication	C1001	C100100	313436004	457329019		32
616381000006111	Diabetes mellitus with ketoacidotic coma	C103	C103.00	26298008	44045012		32
616391000006114	Diabetes mellitus with neurological manifestation	C106	C106.00	422088007	3688477014		32
616461000006112	Diabetes mellitus with renal manifestation	C104	C104.00	127013003	301016		32
1230890017	Autonomic neuropathy due to diabetes	F1711	F171100	50620007	1230890017		32
641581000006115	Non-insulin-dependent diabetes mellitus with retinopathy	C1096	C109600	422034002	3035295017		32
147491000006111	Self monitoring of blood glucose	8A17	8A17.00	308113006	451421013		32
840951000006119	Insulin treated Type 2 diabetes mellitus	C109J	C109J00	237599002	2967820013		32
216201011	Diabetic retinopathy screening	68A7	68A7.00	134395001	216201011		1
913661000006118	Type 1 diabetes mellitus with retinopathy	C10E7	C10E700	420789003	3699407019		32
928561000006118	Type 2 diabetes mellitus with persistent microalbuminuria	C10FM	C10FM00	420715001	2967769016		32
914241000006118	Type 2 diabetes mellitus with polyneuropathy	C10FB	C10FB00	713706002	3297353013		32
914151000006112	Type 2 diabetes mellitus with retinopathy	C10F6	C10F600	422034002	3699410014		32
2159949019	Diabetic retinopathy 6 month review	8HBH	8HBH.00	408385003	2159949019		40
292540012	Type 1 diabetes mellitus with ulcer	C10E5	C10E500	190368000	292540012		32
914031000006118	Type 2 diabetes mellitus with renal complications	C10F0	C10F000	420279001	2618208012		32
292480018	Diabetes mellitus with hyperosmolar coma	C102	C102.00	422126006	2618221017		32
292512019	Diabetes mellitus NOS with neurological manifestation	C106z	C106z00	422088007	2618195014		32
1780386019	Diabetic foot examination	66Ab	66Ab.00	401191002	1780386019		1
938301000006114	Type 1 diabetes mellitus with exudative maculopathy	C10EP	C10EP00	420486006	3698521013		32
309177010	Ischaemic ulcer diabetic foot	M2710	M271000	201250006	309177010		32
616621000006115	Diabetes mellitus, juvenile type, no mention of complication	C1000	C100000	313435000	457326014		32
297552010	Asymptomatic diabetic neuropathy	F3722	F372200	193185007	297552010		32
459309011	Non-insulin dependent diabetes mellitus with arthropathy	C109G	C109G00	314903002	459309011		32
771371000006118	Insulin dependent diabetes mellitus with mononeuropathy	C108B	C108B00	230577008	345492010		32
938321000006116	Type 2 diabetes mellitus with exudative maculopathy	C10FQ	C10FQ00	421779007	2618237011		32
292590011	Type 2 diabetes mellitus - poor control	C10F7	C10F700	443694000	2921019012		32
928541000006117	Type 2 diabetes mellitus with persistent proteinuria	C10FL	C10FL00	421986006	2967751013		32
127051000006112	Steroid induced diabetes mellitus without complication	C10B0	C10B000	190416008	292616012		32
139001000000110	Exception reporting: diabetes quality indicators	9h4	9h4..00	716911000000104	1569461000000117		37
299261000000111	Diabetic 6 month review	66Ai	66Ai.00	198501000000100	299261000000111		1
457328010	Non-insulin-dependent diabetes mellitus without complication	C1099	C109900	313436004	457328010		32
1780311019	Type 1 diabetes mellitus with persistent microalbuminuria	C10EL	C10EL00	401110002	1780311019		32
928461000006119	Type 1 diabetes mellitus with persistent proteinuria	C10EK	C10EK00	420514000	2967914011		32
772151000006116	Insulin dependent diabetes maturity onset	C1089	C108900	73211009	121589010		32
214921000006116	Polyneuropathy in diabetes	F372	F372.00	49455004	82373015		32
928581000006111	Type 2 diabetes mellitus with ketoacidosis	C10FN	C10FN00	421750000	2967754017		32
616421000006118	Diabetes mellitus with ophthalmic manifestation	C105	C105.00	25093002	3688467012		32
292617015	Diabetes mellitus with other specified manifestation	C10y	C10y.00	74627003	123939015		32
292606016	Malnutrition-related diabetes mellitus with ketoacidosis	C10A1	C10A100	190406000	292606016		32
914071000006115	Type 2 diabetes mellitus with neurological complications	C10F2	C10F200	421326000	3695406015		32
292503016	Diabetes mellitus NOS with ophthalmic manifestation	C105z	C105z00	25093002	42062018		32
280551000006114	Non-insulin dependent diabetes mellitus with ulcer	C1094	C109400	190389009	292580015		32
292496015	Diabetes mellitis with nephropathy NOS	C104z	C104z00	127013003	301016		32
1488396017	O/E - Left diabetic foot - ulcerated	2G5L	2G5L.00	394674001	1488396017		27
292548017	Type 1 diabetes mellitus - poor control	C10E8	C10E800	444073006	2872487013		32
2549901010	Diabetic patient unsuitable for digital retinal photography	9OLD	9OLD.00	417681008	2549901010		37
459313016	Type 2 diabetes mellitus with neuropathic arthropathy	C10FH	C10FH00	314904008	459313016		32
616441000006113	Diabetes mellitus with peripheral circulatory disorder	C107	C107.00	421895002	3688501014		32
297551015	Chronic painful diabetic neuropathy	F3721	F372100	193184006	297551015		32
840971000006112	Diabetes mellitus autosomal dominant type 2	C10D	C10D.00	237604008	356082013		32
345492010	Diabetic mononeuropathy	F3y0	F3y0.00	230577008	345492010		32
459308015	Type 2 diabetes mellitus with peripheral angiopathy	C10FF	C10FF00	314902007	459308015		32
292478012	Other specified diabetes mellitus with ketoacidosis	C101y	C101y00	420422005	2616611010		32
292466013	Diabetes mellitus with no mention of complication	C100	C100.00	111552007	178796018		32
459161015	Type 1 diabetes mellitus with hypoglycaemic coma	C10EE	C10EE00	314771006	459161015		32
616481000006119	Diabetes mellitus, adult onset, + neurological manifestation	C1061	C106100	421326000	2618196010		32
399419012	Myasthenic syndrome due to diabetic amyotrophy	F3813	F381300	267604001	399419012		32
772131000006111	Insulin dependent diab mell with neuropathic arthropathy	C108J	C108J00	201724008	309740011		32
281211000006117	Non-insulin dependent diabetes mellitus with gangrene	C1095	C109500	421631007	2967779019		32
292553010	Type 1 diabetes mellitus maturity onset	C10E9	C10E900	190372001	292553010		32
928521000006112	Type 1 diabetes mellitus with ketoacidotic coma	C10EN	C10EN00	421075007	2967758019		32
281181000006116	Non-insulin dependent d m with neuropathic arthropathy	C109H	C109H00	314904008	459314010		32
771401000006115	Insulin dependent diabetes mellitus with polyneuropathy	C108C	C108C00	49455004	82373015		32
292479016	Diabetes mellitus NOS with ketoacidosis	C101z	C101z00	420422005	2616611010		32
616651000006112	Diabetes mellitus, juvenile type, with ketoacidotic coma	C1030	C103000	421075007	2618217012		32
913511000006117	Type 1 diabetes mellitus with neurological complications	C10E2	C10E200	421468001	2618197018		32
483882011	Diabetes mellitus autosomal dominant	C10C	C10C.00	609561005	2967884018		32
280511000006113	Non-insulin dependent diabetes mellitus with hypoglyca coma	C109D	C109D00	719216001	3316336015		32
771341000006114	Insulin dependent diabetes mellitus with diabetic cataract	C108F	C108F00	43959009	73294018		32
771361000006113	Insulin dependent diabetes mellitus with hypoglycaemic coma	C108E	C108E00	237632004	356141011		32
771421000006113	Insulin dependent diabetes mellitus with ulcer	C1085	C108500	422183001	2623058011		32
914301000006111	Type 2 diabetes mellitus with diabetic cataract	C10FE	C10FE00	420756003	3688522015		32
280541000006112	Non-insulin dependent diabetes mellitus with polyneuropathy	C109B	C109B00	713706002	3297353013		32
292622015	Diabetes mellitus with unspecified complication	C10z	C10z.00	74627003	123939015		32
13751000006117	Other specified diabetes mellitus with multiple comps	C108y	C108y00	385041000000108	760111000000115		32
913811000006115	Type 1 diabetes mellitus with polyneuropathy	C10EC	C10EC00	713705003	3297342019		32
459167016	Type 2 diabetes mellitus with hypoglycaemic coma	C10FD	C10FD00	719216001	3316336015		32
771501000006119	Insulin-dependent diabetes mellitus with renal complications	C1080	C108000	127013003	301016		32
914051000006113	Type 2 diabetes mellitus with ophthalmic complications	C10F1	C10F100	422099009	3698440016		32
13771000006110	Other specified diabetes mellitus with ophthalmic complicatn	C105y	C105y00	25093002	42062018		32
913451000006117	Type 1 diabetes mellitus with renal complications	C10E0	C10E000	421893009	2618211013		32
913481000006113	Type 1 diabetes mellitus with ophthalmic complications	C10E1	C10E100	739681000	3537386015		32
913541000006118	Type 1 diabetes mellitus with multiple complications	C10E3	C10E300	422228004	2618232017		32
457329019	Type 2 diabetes mellitus without complication	C10F9	C10F900	313436004	457329019		32
297550019	Acute painful diabetic neuropathy	F3720	F372000	193183000	297550019		32
292579018	Type 2 diabetes mellitus with ulcer	C10F4	C10F400	190389009	292579018		32
771491000006110	Insulin-dependent diabetes mellitus with ophthalmic comps	C1081	C108100	25093002	3688467012		32
913901000006112	Type 1 diabetes mellitus with diabetic cataract	C10EF	C10EF00	421920002	2618234016		32
587111000006111	Non-insulin-dependent diabetes mellitus with ophthalm comps	C1091	C109100	422099009	3698440016		32
292475010	Diabetes mellitus NOS with no mention of complication	C100z	C100z00	111552007	178796018		32
928601000006118	Type 2 diabetes mellitus with ketoacidotic coma	C10FP	C10FP00	421847006	2618218019		32
771381000006115	Insulin dependent diabetes mellitus with multiple complicatn	C1083	C108300	385041000000108	760111000000115		32
377001000006117	[X]Diabetes mellitus	Cyu2	Cyu2.00	73211009	121589010		32
771481000006112	Insulin-dependent diabetes mellitus with neurological comps	C1082	C108200	422088007	3688477014		32
587521000006111	Non-insulin-dependent diabetes mellitus with renal comps	C1090	C109000	420279001	2615535015		32
616641000006110	Diabetes mellitus, juvenile type, with ketoacidosis	C1010	C101000	420270002	2618216015		32
459296014	Type 1 diabetes mellitus with neuropathic arthropathy	C10EJ	C10EJ00	71771000119100	3010513018		32
280561000006111	Non-insulin-dependent d m with peripheral angiopath	C109F	C109F00	314902007	459307013		32
616531000006116	Diabetes mellitus, adult onset, with ketoacidosis	C1011	C101100	421750000	2618220016		32
299601000000114	Type 1 diabetes mellitus with gastroparesis	C10EQ	C10EQ00	713702000	3698406016		32
280591000006115	Non-insulin-dependent diabetes mellitus with neuro comps	C1092	C109200	421326000	3695406015		32
746791000006111	Insulin-dependent diabetes without complication	C108A	C108A00	111552007	178796018		32
771391000006117	Insulin dependent diabetes mellitus with nephropathy	C108D	C108D00	127013003	301016		32
459310018	Type 2 diabetes mellitus with arthropathy	C10FG	C10FG00	314903002	459310018		32
292488013	Other specified diabetes mellitus with coma	C103y	C103y00	420662003	2618230013		32
280531000006119	Non-insulin dependent diabetes mellitus with nephropathy	C109C	C109C00	420279001	3035432019		32
771351000006111	Insulin dependent diabetes mellitus with gangrene	C1086	C108600	422275004	2616612015		32
2160090014	Diabetes mellitus induced by non-steroid drugs	C10H	C10H.00	408540003	2160090014		32
13761000006115	Other specified diabetes mellitus with neurological comps	C106y	C106y00	422088007	2618195014		32
280581000006118	Non-insulin-dependent diabetes mellitus with multiple comps	C1093	C109300	190388001	292578014		32
914221000006113	Type 2 diabetes mellitus with mononeuropathy	C10FA	C10FA00	420436000	2618201018		32
2474334019	Diabetes clinical management plan	8CR2	8CR2.00	736284000	3517021014		32
299621000000117	Type 2 diabetes mellitus with gastroparesis	C10FR	C10FR00	713703005	3698412014		32
406351000000114	Referral for diabetic retinopathy screening	8Hl1	8Hl1.00	248161000000101	406351000000114		40
292626017	Diabetes mellitus NOS with unspecified complication	C10zz	C10zz00	74627003	123939015		32
292565014	Unspecified diabetes mellitus with multiple complications	C108z	C108z00	385041000000108	760111000000115		32
292523015	Diabetes mellitus NOS with peripheral circulatory disorder	C107z	C107z00	421895002	2618203015		32
292577016	Type 2 diabetes mellitus with multiple complications	C10F3	C10F300	190388001	292577016		32
913781000006117	Type 1 diabetes mellitus with mononeuropathy	C10EB	C10EB00	420918009	2618199015		32
616541000006114	Diabetes mellitus, adult onset, with ketoacidotic coma	C1031	C103100	421847006	2618218019		32
281161000006114	Non-insulin depend diabetes mellitus with diabetic cataract	C109E	C109E00	420756003	3035281015		32
457326014	Type 1 diabetes mellitus without complication	C10EA	C10EA00	313435000	457326014		32
292541011	Type 1 diabetes mellitus with gangrene	C10E6	C10E600	420825003	2618207019		32
280521000006117	Non-insulin dependent diabetes mellitus with mononeuropathy	C109A	C109A00	420436000	3697667019		32
292484010	Diabetes mellitus NOS with hyperosmolar coma	C102z	C102z00	422126006	2618221017		32
2674067015	Latent autoimmune diabetes mellitus in adult	C10ER	C10ER00	426875007	2674067015		32
692951000000111	Diabetic foot screen	66Aq	66Aq.00	367011000000100	692951000000111		1
293759015	[X]Unspecified diabetes mellitus with renal complications	Cyu23	Cyu2300	127013003	301016		32
