MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
253056010	Felt faint	1B68	1B68.00	162271007	253056010		27
317012014	[D]Fainting	R0021	R002100	271594007	406440010		32
317013016	[D]Vasovagal attack	R0022	R002200	398652001	1778178018		32
317014010	[D]Collapse	R0023	R002300	271787007	406722010		32
317010018	[D]Syncope and collapse	R002	R002.00	309585006	453038013		32
75071013	Hypotension	G87	G87..00	45007003	75071013		32
317027014	[D]Light-headedness	R0042	R004200	386705008	1480843017		32
812481000006110	Had a collapse	1B65	1B65.00	270891002	405350018		27
47965014	Orthostatic hypotension	G870	G870.00	28651003	47965014		32
271243015	Implantation of cardiac pacemaker system NEC	79370	7937000	307280005	450505012		32
297043014	Parkinsonism with orthostatic hypotension	F1303	F130300	718685006	3313002011		32
300837014	Hypotension NOS	G87z	G87z.00	45007003	75071013		32
112741000006118	Syncope/vasovagal faint	1B62	1B62.00	398665005	1778189013		27
2159245017	Dizziness on standing up	1B55	1B55.00	407645004	2159245017		27
300835018	Idiopathic hypotension	G872	G872.00	195506001	300835018		32
350841017	Hypotension due to drugs	G873	G873.00	234171009	350841017		5
6098017	Disturbance of consciousness	1B6	1B6..00	3006004	6098017		27
128722012	Chronic hypotension	G871	G871.00	77545000	128722012		32
